batt_volt,batt_curr,output_volt,output_curr,pwr_in,pwr_out
24.1745,16.8303,219.2682,0.0186106,405.977,-0.0028597
24.1744,16.8401,219.3482,0.0187839,405.977,-0.1148396
24.1836,16.8596,219.4351,0.0178939,406.8164,-0.1148396
24.1764,16.8061,219.0952,0.0190315,406.8164,-0.0439044
24.1749,16.7587,218.935,0.0191791,404.2632,-0.0439044
24.1733,16.8549,219.458,0.0188031,404.2632,-0.1360324
24.1672,16.7828,218.8903,0.0189525,404.7041,-0.1360324
24.1632,16.8306,219.3022,0.0191227,404.7041,-0.0248978
24.1711,16.8128,219.43,0.0185104,405.5164,-0.0248978
24.1687,16.7623,218.8761,0.0185945,405.5164,-0.0339784
24.1607,16.8798,219.2812,0.0195233,406.9757,-0.0339784
24.1614,16.808,219.345,0.0196885,406.9757,-0.097441
24.1619,16.7919,218.9856,0.0195325,404.821,-0.097441
24.1621,16.7817,218.9186,0.019967,404.821,-0.1313835
24.1579,16.8072,219.4065,0.0193225,405.2008,-0.1313835
24.1537,16.8281,219.3907,0.0196336,405.2008,-0.1519089
24.1602,16.7735,218.8669,0.0184519,404.4269,-0.1519089
24.1432,16.866,219.4843,0.0180009,404.4269,-0.0442701
24.1461,16.7811,218.8358,0.0189493,404.3241,-0.0442701
24.1373,16.8261,219.1807,0.0184649,404.3241,-0.1263189
24.1353,16.8523,219.2239,0.0181437,405.8025,-0.1263189
24.1363,16.8344,219.1433,0.018236,405.8025,-0.0680849
24.1154,16.9014,219.418,0.0179742,406.6551,-0.0680849
24.1189,16.9093,219.5306,0.0179675,406.6551,0.0361536
24.124,16.833,219.284,0.0181734,405.2002,0.0361536
24.1287,16.7875,218.9061,0.0179809,405.2002,0.0143296
24.1148,16.8386,218.9199,0.0181965,405.1682,0.0143296
24.1241,16.7811,218.9316,0.0188827,405.1682,-0.0852429
24.1141,16.8454,219.3921,0.0191101,405.3397,-0.0852429
24.1102,16.8689,219.4359,0.0187103,405.3397,-0.0751481
24.1117,16.8828,219.3589,0.0190881,406.163,-0.0751481
24.1089,16.8395,219.0898,0.0194525,406.163,-0.1407016
24.1122,16.8175,219.2165,0.0184161,404.6309,-0.1407016
24.0988,16.8198,218.8896,0.0180508,404.6309,-0.0842897
24.0993,16.9006,219.5135,0.0182788,406.3735,-0.0842897
24.1013,16.8149,219.2794,0.0176916,406.3735,-0.0248275
24.0999,16.7967,218.8635,0.0179876,403.9316,-0.0248275
24.0955,16.8314,219.3591,0.017914,403.9316,-0.014067
24.1035,16.7973,218.8883,0.0178738,404.0174,-0.014067
24.101,16.8586,219.2629,0.0180242,404.0174,-0.0254994
24.0914,16.8114,219.4961,0.0186009,404.053,-0.0254994
24.0837,16.8373,218.7493,0.0186589,404.053,0.0227398
24.0949,16.8785,219.4169,0.0183574,405.7694,0.0227398
24.0886,16.7726,218.9039,0.0183508,405.7694,0.0232883
24.0735,16.9279,219.5496,0.0186782,406.5605,0.0232883
24.0724,16.8325,218.9673,0.0182163,406.5605,0.0379913
24.0677,16.95,219.5146,0.0183933,406.9817,0.0379913
24.077,16.7587,218.8969,0.0181404,406.9817,0.0189644
24.0744,16.9228,219.4807,0.0186299,406.4677,0.0189644
24.0683,16.9142,219.1581,0.0184259,406.4677,-0.1135207
24.0621,16.8684,219.3047,0.0183247,404.9676,-0.1135207
24.0621,16.8684,219.3047,0.0183247,404.9676,-0.0133404
24.0619,16.8002,219.1726,0.0179976,403.3129,-0.0133404
24.0624,16.8947,219.479,0.0179174,403.3129,-0.0740074
24.064,16.8412,219.3582,0.0184779,404.3185,-0.0740074
24.05,16.8487,219.0154,0.0180907,404.3185,-0.0830989
24.0586,16.8948,219.4136,0.0184747,405.5063,-0.0830989
24.0563,16.8349,219.0798,0.017569,405.5063,0.0516302
24.0472,16.8607,219.0625,0.017857,404.5215,0.0516302
24.0571,16.8144,218.9825,0.0182426,404.5215,-0.0866337
24.0521,16.8007,219.0603,0.0188222,403.1745,-0.0866337
