batt_volt,batt_curr,output_volt,output_curr,pwr_in,pwr_out
21.9778,-19.679,219.0567,3.016,-211.9844,658.9032
21.9774,-19.6646,218.9099,3.0127,-211.9844,658.9032
21.9487,-19.7303,219.4344,3.0198,-211.9844,660.9136
21.9535,-19.7293,218.884,3.0126,-211.9844,660.9136
21.9214,-19.8,219.4958,3.0216,-211.9844,661.5024
21.9313,-19.7865,218.8176,3.0124,-211.9844,661.5024
21.898,-19.8063,219.4368,3.0196,-211.9844,660.8732
21.8927,-19.7812,218.7794,3.0107,-211.9844,660.8732
21.8779,-19.8158,219.1477,3.0161,-211.9844,659.2674
21.8771,-19.7766,219.0042,3.0124,-211.9844,659.2674
21.8597,-19.8079,219.2686,3.0151,-211.9844,659.4304
21.8584,-19.8046,219.0032,3.0143,-211.9844,659.4304
21.8588,-19.8454,218.6837,3.0073,-211.9844,655.896
21.8149,-19.9009,219.4592,3.0184,-211.9844,655.896
21.8192,-19.8927,218.8126,3.0086,-211.9844,656.6825
21.7923,-19.9462,219.3869,3.017,-211.9844,656.6825
21.7994,-19.8947,218.7283,3.0079,-211.9844,656.244
21.7684,-19.9512,219.3434,3.0167,-211.9844,656.244
21.7779,-19.9459,218.8872,3.0116,-211.9844,657.445
21.7745,-19.9321,218.6413,3.0058,-211.9844,657.445
21.7434,-20.0036,219.558,3.02,-211.9844,661.3414
21.7392,-19.9862,218.9595,3.0119,-211.9844,661.3414
21.7046,-20.0446,219.3753,3.0167,-211.9844,660.0314
21.7216,-20.0053,218.7869,3.0082,-211.9844,660.0314
21.6893,-20.0485,219.0902,3.0109,-211.9844,657.8567
21.694,-20.0378,218.9686,3.0106,-211.9844,657.8567
21.6754,-20.0326,218.6482,3.0076,-211.9844,655.8674
21.659,-20.1182,219.4423,3.0172,-211.9844,655.8674
21.6465,-20.0813,218.8114,3.0076,-211.9844,656.3855
21.6335,-20.1356,219.2936,3.017,-211.9844,656.3855
21.615,-20.1522,219.5758,3.018,-211.9844,661.0018
21.6195,-20.1312,218.9173,3.0098,-211.9844,661.0018
21.6108,-20.1254,218.6997,3.007,-211.9844,655.9387
21.584,-20.1662,219.033,3.0118,-211.9844,655.9387
21.5819,-20.1497,218.7609,3.0065,-211.9844,655.9074
21.5591,-20.2075,219.1283,3.0118,-211.9844,655.9074
21.5504,-20.2001,218.9509,3.0092,-211.9844,657.1481
21.541,-20.2171,218.534,3.0038,-211.9844,657.1481
21.51,-20.2812,219.3107,3.0153,-211.9844,659.5477
21.4852,-20.312,219.3936,3.0154,-211.9844,659.5477
21.4882,-20.274,218.7451,3.0049,-211.9844,655.5804
21.4556,-20.3456,219.5764,3.0169,-211.9844,655.5804
21.458,-20.3228,218.8222,3.0082,-211.9844,656.5608
21.4364,-20.3518,219.0893,3.0113,-211.9844,656.5608
21.4098,-20.3978,219.5145,3.017,-211.9844,660.5869
21.4141,-20.369,218.8302,3.007,-211.9844,660.5869
21.371,-20.4449,219.5898,3.0166,-211.9844,660.7825
21.3734,-20.4427,219.0793,3.0105,-211.9844,660.7825
21.3466,-20.4718,219.2578,3.0123,-211.9844,658.8187
21.3393,-20.515,219.6463,3.0175,-211.9844,658.8187
21.3478,-20.4743,218.8201,3.0055,-211.9844,655.9403
21.3195,-20.4846,218.7238,3.0049,-211.9844,655.9403
21.2759,-20.5697,219.5417,3.0165,-211.9844,660.5211
21.2988,-20.525,218.745,3.0055,-211.9844,660.5211
21.2709,-20.5559,219.1953,3.0131,-211.9844,658.7542
21.2464,-20.5785,218.9965,3.0096,-211.9844,658.7542
21.2378,-20.6129,219.3996,3.0147,-211.9844,659.7178
21.2254,-20.6104,219.0457,3.0091,-211.9844,659.7178
21.1795,-20.6862,219.5519,3.0166,-211.9844,660.6556
21.1974,-20.6576,218.9466,3.0082,-211.9844,660.6556
21.1502,-20.7315,219.5709,3.0169,-211.9844,660.7353
21.1286,-20.7337,219.3493,3.0141,-211.9844,660.7353
21.1367,-20.7467,219.2147,3.0124,-211.9844,658.6958
21.1202,-20.7388,218.8816,3.006,-211.9844,658.6958
21.0891,-20.7951,219.4849,3.0159,-211.9844,660.2843
21.0687,-20.8035,219.1647,3.0111,-211.9844,660.2843
21.0723,-20.8097,218.9574,3.0059,-211.9844,656.4528
21.0446,-20.8493,219.1315,3.0106,-211.9844,656.4528
21.0253,-20.8714,218.8626,3.0077,-211.9844,656.5882
20.9934,-20.9228,219.2603,3.0114,-211.9844,656.5882
20.9879,-20.9461,219.0694,3.0092,-211.9844,657.5896
20.9592,-20.9994,219.0905,3.0107,-211.9844,657.5896
20.9459,-21.0307,219.3546,3.0129,-211.9844,659.2033
20.9145,-21.038,219.5773,3.0166,-211.9844,659.2033
20.9148,-21.0226,218.9036,3.0055,-211.9844,656.2741
20.9078,-21.0325,218.6561,3.0044,-211.9844,656.2741
20.8722,-21.073,219.2792,3.0133,-211.9844,659.1377
20.87,-21.0886,218.7718,3.0062,-211.9844,659.1377
20.8502,-21.1226,219.4361,3.0123,-211.9844,659.4218
20.8202,-21.1075,218.9559,3.0084,-211.9844,659.4218
20.7984,-21.1409,219.1268,3.0107,-211.9844,658.0041
20.7692,-21.1671,218.9362,3.0077,-211.9844,658.0041
20.7759,-21.1779,218.7733,3.0056,-211.9844,655.8702
20.7402,-21.1984,219.2631,3.0114,-211.9844,655.8702
20.7157,-21.1984,218.8281,3.0059,-211.9844,656.2361
20.7095,-21.1984,218.6299,3.0045,-211.9844,656.2361
20.6656,-21.1984,219.3081,3.0139,-211.9844,659.3128
20.6624,-21.1984,218.5851,3.0034,-211.9844,659.3128
20.6127,-21.1984,219.2263,3.0134,-211.9844,658.9023
20.6091,-21.1984,218.8729,3.0073,-211.9844,658.9023
20.6062,-21.1984,218.9712,3.0092,-211.9844,657.1875
20.5511,-21.1984,218.8028,3.0084,-211.9844,657.1875
20.5051,-21.1984,219.2385,3.0127,-211.9844,658.8428
20.4713,-21.1984,219.2392,3.0134,-211.9844,658.8428
20.4859,-21.1984,218.9467,3.009,-211.9844,657.0554
20.4359,-21.1984,219.3298,3.0142,-211.9844,657.0554
20.4224,-21.1984,218.7619,3.0077,-211.9844,656.3229
20.3789,-21.1984,219.319,3.0166,-211.9844,656.3229
20.3484,-21.1984,218.8152,3.0083,-211.9844,656.5823
20.3107,-21.1984,219.3479,3.0159,-211.9844,656.5823
20.3206,-21.1984,218.7218,3.0074,-211.9844,656.1393
20.2678,-21.1984,219.0339,3.0136,-211.9844,656.1393
20.2163,-21.1984,219.2389,3.0171,-211.9844,659.8104
20.1838,-21.1984,219.2733,3.0165,-211.9844,659.8104
20.196,-21.1984,218.7396,3.0074,-211.9844,656.1442
20.1114,-21.1984,219.3562,3.0165,-211.9844,656.1442
20.0766,-21.1984,219.3445,3.0161,-211.9844,659.9027
20.0569,-21.1984,219.0129,3.0126,-211.9844,659.9027
20.0035,-21.1984,219.3189,3.0152,-211.9844,659.7335
19.9734,-21.1984,218.7323,3.0081,-211.9844,659.7335
19.9241,-21.1984,219.1533,3.0141,-211.9844,658.9312
19.8777,-21.1984,219.2248,3.0152,-211.9844,658.9312
19.8309,-21.1984,219.2593,3.0148,-211.9844,659.4177
19.7843,-21.1984,219.2431,3.0152,-211.9844,659.4177
19.7447,-21.1984,219.33,3.0148,-211.9844,659.6368
19.6703,-21.1984,219.2841,3.0131,-211.9844,659.6368
19.612,-21.1984,219.2621,3.0133,-211.9844,659.1629
19.5688,-21.1984,219.2378,3.0125,-211.9844,659.1629
19.4925,-21.1984,219.2831,3.012,-211.9844,658.9426
19.4478,-21.1984,219.1577,3.0096,-211.9844,658.9426
19.3629,-21.1984,219.2696,3.0106,-211.9844,658.5691
19.2903,-21.1984,219.1651,3.0097,-211.9844,658.5691
19.2245,-17.8009,219.0809,3.0086,-211.9844,657.5551
19.1416,-0.4253225,218.9556,3.0067,-8.1328,657.5551
19.0513,0.380038,218.8743,3.0061,-8.1328,656.4231
18.9403,22.5503,218.5666,3.0016,419.69,656.4231
18.8497,41.1409,218.3898,2.9996,419.69,653.5494
18.7298,41.3247,218.1878,2.9989,742.7264,653.5494
18.5787,41.5862,218.1979,2.9983,742.7264,652.7107
18.4297,41.9795,218.244,2.9983,747.0301,652.7107
18.2434,42.332,218.268,2.9964,747.0301,652.4832
18.037,42.6984,218.0823,2.9912,751.2724,652.4832
17.8953,42.4656,216.6107,2.9689,751.2724,641.4158
17.7325,42.2154,215.0534,2.9461,740.7255,641.4158
17.5541,41.9854,213.4591,2.9237,740.7255,622.4803
17.3989,41.6915,211.6697,2.9001,721.6175,622.4803
17.1917,41.3468,209.6156,2.8707,721.6175,600.1314
17.0367,41.0722,207.777,2.846,696.4365,600.1314
16.8393,40.7544,205.796,2.8185,696.4365,578.4099
16.6166,40.4245,203.392,2.7845,668.7647,578.4099
16.407,40.0802,201.2833,2.7556,668.7647,553.0336
16.1833,39.708,198.8784,2.7199,639.9122,553.0336
15.9703,39.3207,196.4519,2.6874,639.9122,526.3102
15.7536,38.9747,194.1282,2.6563,611.5124,526.3102
15.5477,38.5943,191.6955,2.6262,611.5124,501.8257
15.3856,38.0789,189.0284,2.5901,583.2082,501.8257
22.522,0.5573757,14.3804,0.0324534,583.2082,0.2097991
22.9424,0.5545155,14.5919,0.0309505,12.727,0.2097991
23.0971,0.5565357,14.4836,0.0316995,12.727,0.1849888
23.1903,0.5593359,14.5333,0.0310086,12.9753,0.1849888
23.2674,0.5659366,14.4448,0.0310917,12.9753,0.1643321
23.3191,0.5668567,14.5013,0.0319785,13.2273,0.1643321
23.3515,0.5682168,14.5459,0.031743,13.2273,0.1638711
23.3867,0.5868387,14.5086,0.0320328,13.7358,0.1638711
